,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score,Cycle Phase
49,17,1.1082352789737702,0.8495011015748526,-1.369253285706385,1.5621710649838447,0.2119298159792553,0.5739294306111141,0.0549803531248732,1.0906105487152542,0.1955655812030994,-1.7791729124469462,1.87275037212807,0.9273076551322724,-1.167828686559317,-0.5709905915229432,1.7662520770867558,0.0642818858382533,0.3931753043693092,0.3817964777669425,0.9110775517462538,-1.411076583232044,0.46132981650296,-0.699067479524994,1.0206966141133869,1.678561727316694,0.8212533678086915,-0.4448172973957768,1.8424436830495272,0.582441791578704,0.3926008704303904,0.7389632572211471,0.6774259713926989,0.6327446013680127,0.7108454882936829,-0.4560153130862936,0.1717086387520858,0.9467338102192662,0.3943579159292658,0.2852987010787277,-0.2563831561068741,1.0428589095040772,1.0783277320343845,-0.2074983266331455,0.9724117624040928,-0.9583802079095064,1.174223810236649,0.3454776587292527,0.4134681152796926,-0.9427700762051936,-1.1326375622463898,0.644464073004437,FP
50,18,-0.8079962392517932,-0.2928645350178148,0.5574951479629847,-0.8926691799907684,0.2119298159792553,1.447147214608391,0.6231106687485656,-0.8041666477703315,-0.4568329849626219,0.6835036558400125,-0.5104986986043143,-0.9056398722994784,0.1950960864604977,-0.925004758267168,-0.9128336422864276,1.9664413258702016,-0.6496129751079598,0.5763182480366279,1.2979734983782252,-1.411076583232044,-0.1457976306872562,-0.699067479524994,1.0546745306950576,1.678561727316694,0.8212533678086915,0.462375874924557,1.8424436830495272,0.582441791578704,0.4505562370177337,1.800614025486127,2.1774406223336733,1.4282180822180346,1.5661931827836466,-0.8709979783454225,-1.7868907896248232,2.437747066695722,1.1460628106941124,0.9170315391816248,0.6081228544850769,1.310555627848,-0.5930802526189114,-1.9712341030148823,-0.2701143784455813,-1.357169287710778,-0.5455055496374994,-0.4017182078247107,0.4134681152796926,-1.3445002804988155,-1.8877292704106492,-2.2044393832913496,FP
51,19,1.4504194786569065,0.6691275800075893,-1.1357080210191888,0.9670582783233324,-0.3593592531822209,-0.9542016913841204,0.8124874406231296,1.467960244625519,1.1184708699253394,-0.6757658786040881,0.4839505539315007,2.2934797252677384,-0.9974630899318402,-0.2169764247787184,0.929037789782636,-0.8415083237007698,0.7994564522175959,0.1304250352001307,-0.6365062347816314,-0.4852908884131369,-1.0902181040942591,-0.8683728847224534,-1.0478789473787236,0.2030774112443635,0.3555426165513236,-0.4448172973957768,-0.1192598949397977,0.4537024294472258,0.3346455038430471,0.9128543313335143,1.0936979797878017,0.6822187405590403,0.8463163066026961,-0.4740580376627775,-1.5104755477167915,0.615397531002276,1.2647530572359302,-0.3464341370241695,0.9818125493861136,1.1320911489520515,1.0783277320343845,1.348739123115446,1.0804575137823254,1.9328406206497104,0.4863320662869895,0.0964123698779315,0.2756454101864617,0.8650158431161048,0.4614449327670477,0.39202958953519,FP
52,20,-1.1501804389349295,-1.6757282003668332,0.9661993611655784,-1.6365601633164089,2.4970860926251603,1.6654516606077103,0.1970129320307963,-1.1333440420750307,-0.4409208248122384,1.3711341262058516,-1.4535109208365526,-1.429339165851407,1.472838061166574,-0.2169764247787184,-1.5826050721297236,1.7852832839623969,-1.028808713099694,0.1317949068217482,-1.0234021814136027,0.2090483827010433,-1.0902181040942591,-1.2916363977161025,0.9867186975317164,-0.6822131783990347,-1.0415896372207798,0.462375874924557,-0.7983111334745641,-0.3509185838745134,0.3926008704303904,0.4460940797687388,0.6200091426485467,0.7200311183693257,0.4828029441401774,1.2309794348149474,-0.3021460616616824,0.3605234700661296,0.3943579159292658,-0.3464341370241695,-0.6914248904692752,1.0428589095040772,-0.5930802526189114,0.1037491633165727,-0.8103431353367441,0.9358679211465322,1.0595751862450389,1.341738814134537,0.2756454101864617,0.8650158431161048,0.5453440114519654,-1.6995704163528558,FP
53,21,0.6291773994173793,0.7893765943857649,-1.0773217048473895,1.4877819666512808,2.2114415580444224,-0.4084405763858223,-0.3237731906242549,0.6329736834623796,-0.1863262624061032,-1.6352502558587472,0.9468838266636904,0.7793056808675968,-0.9548716907749708,0.1370377419655062,1.598809219625932,-0.4791922398851605,-0.0672766631920822,-3.755900755328725,-0.24961028814966,-0.0223980410036834,-0.9553008936075446,-1.376289100314832,-1.066906580664459,-0.4854819362560573,-1.0415896372207798,-0.4448172973957768,-0.7983111334745641,0.4537024294472258,0.3926008704303904,-0.3959048054069348,-0.3991395675601535,-0.6185977334564773,-0.3334087361716268,1.176851261085496,0.1796062170923153,-0.7481786950061068,0.3152310849013872,-0.5570117497251352,-0.4962138558194798,0.8643944306081287,1.0783277320343845,0.7262441432160094,0.7022973839585115,1.1352624610471678,-1.4626945415703785,0.4700103031549132,0.2756454101864617,0.4130693632857802,0.4614449327670477,0.644464073004437,FP
54,22,1.1766721189103972,0.8495011015748526,-1.0773217048473895,-0.074389098332564,-1.5019373915051737,1.447147214608391,-2.0755083304639728,1.1708977180578637,1.500362713534542,0.6835036558400125,1.4783998064673158,1.2005420691593656,-0.9761673903534056,1.553094408942405,-0.0756193549823078,1.9664413258702016,1.67973227255555,-3.733982809382845,0.5241816051142826,-0.4852908884131369,0.3938712112596026,-0.5297620743275345,-0.8548843811948341,-0.4854819362560573,0.1226872409226397,0.462375874924557,-0.7983111334745641,0.582441791578704,0.3926008704303904,-0.6064045267008533,-0.4996190178624198,-0.3945505602628239,-0.6449916182823571,0.2025441339553673,1.1036228828991634,0.0164434878023321,-0.673854302947095,-0.5570117497251352,-0.7416220136649369,0.8643944306081287,-0.5930802526189114,0.5187458165828638,0.1620686270673488,1.7334460807490748,0.8302779382618192,0.7190755920062343,0.4134681152796926,-0.490823596374869,0.0419495393424588,0.3199054514011195,FP
55,23,1.1766721189103972,0.7292520871966771,0.1487909347603911,-0.2231672949976921,-1.7875819260859116,1.6654516606077103,-0.8445593132793062,1.1869551519263857,1.6435721548879931,0.939366156441255,0.7239900286815251,1.2688506726661388,-0.1243394072160213,1.9071085756866295,-0.2430622124431318,0.7889140534694717,1.5984760429858929,0.4585092885775226,0.5241816051142826,-0.2538444647084101,0.866081447963104,0.4860703568572224,1.0886524472767285,-0.1903850730415912,-0.1877865932489388,0.462375874924557,-0.7983111334745641,0.582441791578704,0.3926008704303904,-0.8352085715855472,-0.8441199903273326,-0.5002131861065184,-0.8741630859217709,-1.2679379190280673,-0.7838983404156802,-1.321645332112436,-0.3573469788355807,-0.3464341370241695,2.035952136495009,-1.1236998642927374,-0.5930802526189114,0.2074983266331455,0.8643660110258603,1.9328406206497104,0.6009806902785993,0.4700103031549132,-0.2756454101864617,-0.490823596374869,-0.1258486180273766,-1.6635083472858203,FP
56,25,0.7941181489047963,0.6230006179147417,-0.3966162918943728,0.3678167305262356,-0.1402154259039797,-0.4936285609879626,0.3584621403589381,0.7965685451266493,0.703410392240805,-0.1727591003187744,0.352410518211959,1.1492880718241754,-0.4746514921355088,0.0546199477019131,0.3509650844986766,-0.5287971069978086,0.5656851169254143,0.1096687183253329,-0.6365062347816314,-0.0413820352736844,-0.6503123865231974,-0.7709557368808474,-0.2674167629168263,0.1276122226460698,0.1768981404983122,-0.4448172973957768,-0.1192598949397977,0.4537024294472258,0.3568769126531359,1.0287083110002502,1.0468952198614871,0.8508522658091946,0.9664154493222388,-0.1522266482280144,-0.8076375138480261,0.498075327160058,1.1736950052205146,0.2997785980332386,0.3335479963396279,0.3448225014832552,1.0783277320343845,1.0303575547863986,0.6245531943766388,1.0914856312398866,-0.261305466739685,0.3830332256969582,0.3285135582228002,0.8650158431161048,0.7189113006794272,0.4888622821782563,FP
57,26,1.058899504710676,0.8495011015748526,-1.3031112251873054,1.5545101039192466,0.2119298159792553,0.3828317276224546,0.1037377688077583,1.0459613297116557,0.1611525921487625,-1.7594104133146762,1.796823230936309,0.8897889280734258,-1.121772797882288,-0.4616161478799102,1.7490079749225156,-0.0383291963211948,0.3457556598961985,0.364867330794692,0.8712330738639227,-1.3395700555168304,0.3640686769333563,-0.6641956462505751,1.0171973984779905,1.5671297122746188,0.677369706920749,-0.3513900113148935,1.7064646196920323,0.582441791578704,0.4045379369323994,0.7653542471484834,0.6951651871913034,0.6945044202446062,0.7465767321510861,-0.3231590227046544,0.1684553104270871,0.8194300189416597,0.483995556898586,0.2852987010787277,-0.293144404668691,0.8406881075492306,0.9061977858392676,-0.1220214684946489,0.9445940339647916,-0.8351723314131552,1.1978379866199371,0.4352526167702705,0.4134681152796926,-0.8962263693600914,-0.9425499422792584,0.644464073004437,FP
58,27,-1.7249876149058077,-1.7651929870476772,0.2877284226279455,-0.8926691799907684,-0.1840057169817172,1.2958499260021927,1.0387318040173084,-1.709301480028612,-1.61109950503345,0.1662995036708869,-1.500742084937448,-1.4263987188229783,-0.0016921857123535,-0.4343012060660292,-0.9128336422864276,1.296826732070144,-1.5005974359026182,0.4427695588786752,0.4041711538254527,-0.9833287963731272,-0.3016396860296635,-0.5035038280726146,1.0075773071111604,0.9968325168989004,-0.7567030189285247,0.462375874924557,1.2323796937662614,0.582441791578704,0.4505562370177337,0.3628754954432844,0.7714177784460802,0.1492619668784054,0.1875909528563673,-0.1248886663339601,-2.2758538450217958,0.9421773419612745,0.1223948525510068,0.2359681374756379,1.3090655726387062,1.104412385659525,-0.5930802526189114,-1.9232980901282184,-1.2435777406024875,-1.5874887170116718,-1.1811692301624928,-0.2866406832034546,0.4134681152796926,-0.3236207862544709,-0.8798515497639858,-2.537680009481736,FP
59,28,-0.6280350055298491,-0.0161840092043752,0.6342613567803864,-0.7948625459922686,0.2119298159792553,1.0524861372198957,0.2963084174574155,-0.632629363553111,-0.2946930994686194,0.6677345546852494,-0.2963392422611477,-0.8345386962389978,0.2510951707644456,-0.45954765752047,-0.8027568794110489,1.3114292149657143,-0.3736212045881217,0.4119674715345907,0.6621110014542079,-0.7263896954735032,-0.0792768037686086,-0.6712421795628846,1.0323374831596914,1.1289053302940486,0.5150955972590228,0.1641819440934607,1.1976327222815066,0.5401252292213343,0.4315063377209445,1.608082128403096,1.7811100964756057,1.3275090702203765,1.4324819249334817,-0.4647495272946506,-1.0937774921337653,1.7382093403585506,1.107049387481179,1.055465045941212,0.1754622538097536,0.5772908434086427,-0.043689304612241,-1.152778979486715,-0.2168425037840875,-0.9966944307634596,-0.8469851012526671,0.007619956208191,0.4134681152796926,-0.6182334629805156,-0.894936240368041,-1.2680062771886005,FP
60,29,-0.3555856906445411,0.3111243766378491,0.8097604733752699,-0.7064171664722534,0.456155215981409,0.3981257110158707,-0.3103986244408075,-0.373255121858257,-0.0145742423454398,0.7141469701877428,-0.0293798200047981,-0.7684176302696725,0.4838122053927952,0.4153815903484501,-0.6853203620436793,0.1673149854237823,0.0597711985449924,0.0822444934054353,-0.677855624445298,0.6224696941932064,-0.0659853285767329,-0.6867926369955402,0.9867186975317164,-0.0672434071508509,-0.2097135318182945,-0.3478612958944897,-0.1918332948634691,0.3677087970480138,0.3926008704303904,1.1327123658439748,0.93410172852578,1.0788894765065442,1.0870928377613596,0.4574875756206329,0.2550825709492519,0.3149965758281855,0.9597193111781008,1.1581434048571844,-0.7063689973115854,-0.7104436369950207,0.8996964988926883,0.4743931722235563,-0.1831035762065128,-0.1326379240152528,-1.193127711728353,0.8968457943337533,0.3987383545080669,0.8650158431161048,1.069870738013266,0.3939460814636613,FP
61,30,0.6291773994173793,0.8281119929588637,-0.8516283228442443,1.4877819666512808,0.923249971926231,-0.9710138179074032,0.2252563626975132,0.6484912601554139,-0.1555718881384361,-1.6043427178886347,1.0683915312427612,0.6399469262219522,-0.8039536717188932,0.3651124570934805,1.598809219625932,-0.770971303285723,-0.0672766631920822,-1.1960818744211608,0.2489075176420448,-0.4697282507462445,-0.6510779970857872,-0.721835933960012,0.2561478174455589,0.2116139548957409,-0.7415540541764414,0.1396446924897703,0.0523460705021238,0.5366431592319415,0.4672767165758118,0.5003340667539102,0.4054139953970413,0.5739402053228878,0.5628826101243489,0.955993726457914,0.1541660214821479,-0.4526125800197049,0.9269635343104508,-0.0143506526193631,-0.5716730412985009,-0.2853684604928913,0.0015180001858747,0.6594034258350883,0.7022973839585115,0.5571900074256829,0.3838736690453941,0.9513935369852732,0.3644381115955453,-0.1692664544492521,0.6236016507866462,0.644464073004437,FP
62,31,-0.0302885132844052,0.5777716162470281,0.688161971776108,-0.5355328670346722,-0.1083610641456254,0.4737712519768469,-0.4469554640388072,-0.0469480704052933,0.2938810764042039,0.6841993838668445,0.2344170816920515,-0.3756591259859085,0.287003117929681,0.7178823026659542,-0.5243044112418278,0.1042870988183314,0.4156452623103044,0.1375367076473598,-0.4505819803901346,0.5236446691239058,0.1862480974969992,-0.4381340656663188,1.0030469089312346,-0.0251671355561573,-0.1226014122295677,-0.2994989711799699,-0.2280334091255935,0.4743244856904259,0.3926008704303904,0.8864838575001889,0.6808229657574763,0.8620052657044803,0.8336583328350636,0.1033686646893443,0.1446528273625776,0.0482565895616975,0.8055618931673703,1.0683365306982464,-0.2685933469216954,-0.9528398250436768,0.8105940032494547,0.4688887787893812,0.0477195850646091,0.0908398435322854,-1.132125661980731,0.7837636211967116,0.3030827782325843,0.6478313183910502,0.931047525126344,0.2747625592562746,FP
63,13,0.8344879192272611,0.3083805368730628,0.732654096478382,0.6695018849930764,-0.6450037877629591,-0.9542016913841204,-0.1343964187496908,0.8176341729503817,0.6092817451130691,-0.4039119717152679,-0.0818567794078422,1.0411553276435612,0.3228702839311054,1.1990802421981803,0.5941520748609881,-0.8415083237007698,0.6504866980065575,0.2098775892539458,-0.6365062347816314,0.4404948064057701,-1.022759498850902,0.8246811672521414,-0.8616799645111682,-0.0920194519701025,1.7526748703234272,0.462375874924557,-0.7983111334745641,0.4537024294472258,-0.3028635286177291,0.0342467989762897,-0.3130143244439254,-0.911555314809062,-0.0978400354453983,-1.430322440216422,0.4481238806601174,-0.7481786950061068,-1.3859957821980025,4.918006180499974,1.0208547563160728,-0.9380968062409508,-0.5930802526189114,1.2449899597988732,0.7022973839585115,-0.061104778356646,1.5181696822114783,-0.8375824633145226,0.2756454101864617,0.8650158431161048,0.2516972360547532,0.1395951060659431,M
64,14,-0.1920646798221478,0.0678825081167117,0.9661993611655784,0.148778196665128,0.7832188851407316,-0.9542016913841204,-0.0870522257810498,-0.169898009963716,-0.249974903007637,-0.1640408774016031,-0.253313547086431,-0.8942551050483494,1.536725159901878,-0.5709905915229432,0.0918235024785161,-0.8415083237007698,-0.5006432208969214,0.1091920250650594,-0.6365062347816314,0.6719412301104969,-1.6973455512844753,-1.037678289919913,-0.8616799645111682,-0.0920194519701025,0.6660164507229022,0.462375874924557,-0.7983111334745641,0.4537024294472258,0.2766901372557038,-0.240318054885343,-0.1838264597695831,-0.3164520976827018,-0.2637917878739395,-0.2575453427449711,0.2032989521130037,-0.4168424157891166,0.1965408383595693,-0.5570117497251352,0.2455880758497425,-0.9380968062409508,-0.5930802526189114,0.9337424698491548,0.0540228756891162,-0.061104778356646,-0.6601541736291092,-0.8375824633145226,-0.1378227050932308,0.8650158431161048,0.2516972360547532,0.644464073004437,M
65,16,-0.1236278398855205,0.007758000927624,1.0829719935091764,-0.074389098332564,0.4975743505599935,-0.6267450223851415,-1.0812802781225113,-0.0976395575553673,-0.0908533015038026,0.011864591761751,-0.2876049006221488,-1.133335217322056,2.218187546411785,-1.987047258499842,-0.0756193549823078,-0.6603502817929652,0.1900347304451659,-0.0682063499344072,-1.410298128045574,2.0606197723388573,-0.483090656904043,-0.1911512639326155,-1.066906580664459,0.3998086533873409,0.277924158008429,-3.5292740832849123,0.5220662747874816,0.4537024294472258,0.3346455038430471,1.6450272749645352,1.4094905378806386,1.7462661198746403,1.7630021771603517,-0.004947198674197,-0.0810138681352572,0.4752167974873955,2.3725286916262305,-0.1358565243232037,-0.4181294419595617,-1.1201305747148185,2.74973571668768,0.6224949798994366,-0.2701143784455813,-0.3601965882075996,-0.3162083016542796,-0.2771855633990501,0.4134681152796926,0.8147995675794021,1.006788944219013,0.644464073004437,M
66,17,0.2185563597976157,-0.3529890422069025,-0.0263680137550061,-0.074389098332564,-1.2162928569244351,0.7922338766104334,-2.122852523432614,0.191394252078027,0.3069507022557836,0.2357442797878381,-0.5447900521400321,0.7679209136164679,-0.2521136046866289,-0.2169764247787184,-0.0756193549823078,0.2454399277460579,0.4202607142258617,0.1913843223621096,-0.24961028814966,-0.0223980410036834,-0.4156320516606856,-0.1064985613338857,-0.8616799645111682,0.2030774112443635,1.8302933288663217,0.462375874924557,-0.1192598949397977,-0.3509185838745134,0.2766901372557038,-2.583271474504609,-2.5450935418728395,-2.646330666871593,-2.6563569623425662,-2.1881168724287443,-0.7444104487145329,-2.086267514920875,-2.137700676962849,-0.5570117497251352,3.168176137463822,0.596697712264206,-0.5930802526189114,-0.6224949798994366,-0.5402287568911627,-1.4568665576610955,-1.4626945415703785,-1.584778329868486,0.4134681152796926,0.4632856388224829,-0.4614449327670477,-0.401335929939586,M
67,18,1.313545798783652,0.8495011015748526,0.2655635671039893,0.9670582783233324,0.4975743505599935,1.1196905456094122,-0.5131499624988191,1.3314720567430829,1.0229979090230388,-0.5958088471661998,1.6670022509137634,0.7906904481187257,-0.0178609093238482,0.4910519087097308,0.929037789782636,0.5171769906077648,1.3276219444203683,0.1030276027677806,-0.24961028814966,0.2090483827010433,-0.1457976306872562,-0.6144147769262642,1.0206966141133869,-0.0920194519701025,-0.1101681347060441,0.462375874924557,-0.1192598949397977,-0.3509185838745134,0.2766901372557038,-0.8626650569717105,-0.8656513011063897,-0.7818623927868683,-0.912546484442658,0.4280781911614156,1.15890593128077,-0.5060483371167678,-0.7529811339749737,-0.3464341370241695,-0.6858474323364239,-1.1236998642927374,-0.5930802526189114,1.2449899597988732,1.404594767917023,1.7334460807490748,0.8302779382618192,-1.148914074378674,0.4134681152796926,0.4130693632857802,0.8809403261916364,0.644464073004437,M
68,20,1.027449934695967,0.5263410782446206,0.5445124672500123,0.7893560483893105,-0.1847792725009657,-0.1188487142329154,-0.2869563708695126,1.0246053927383298,0.775924458294143,-0.4812070323527169,0.622574517232128,0.94026938041315,0.1856255362934798,0.913890122028582,0.729042294311711,-0.2942369650092455,0.9232332438183088,0.1668389719489414,-0.480666565245437,0.3472693939932998,-0.6695238319482786,0.2450208262122494,-0.1034684957449514,-0.0920194519701025,1.0023314231284326,0.462375874924557,-0.5247928360289099,0.1296052815977686,-0.0694223345332668,-0.3270246189612813,-0.5356136164920349,-0.8593156822022417,-0.425999544186676,-0.6817683579601236,0.7344231837291862,-0.6506498496236854,-1.1310207832366277,2.797517076083532,0.3334040156410709,-1.012856750053987,-0.5930802526189114,1.2449899597988732,0.9851791075459048,0.6617309486223018,1.2410904752903358,-0.9629852125724778,0.3311596770152747,0.6829741580637653,0.505153071088726,0.3429536929203474,M
69,21,1.0619111317442242,0.5652667763759625,0.5109121457459568,0.8107608721926851,-0.102587512281429,0.0303374532132105,-0.3142021402449189,1.0615685016232876,0.8056852760470059,-0.4950112015774944,0.7483793066436822,0.9222521012172288,0.1611149180731511,0.8629578548489067,0.7531324159923065,-0.1964994590813242,0.9719432059143188,0.1591526805924291,-0.4528350692550092,0.3306202141054982,-0.6064392715386253,0.1414989533446043,0.0319409254612597,-0.0920194519701025,0.8683271564086483,0.462375874924557,-0.4759450463658336,0.0717245860231012,-0.0277319377524047,-0.3915442887585174,-0.5753677517680349,-0.8499861762441939,-0.4846057391236616,-0.5480836549513313,0.7855535405192359,-0.6332321171728252,-1.0854846518884749,2.4188177103639124,0.2106317934613438,-1.0262081713106512,-0.5930802526189114,1.2449899597988732,1.035699116855597,0.7908225958070394,1.1916067407610758,-0.9853809615082184,0.3410740017777436,0.6504632290897521,0.5504178940795126,0.3792716196170727,M
70,22,-0.1437096919522813,0.0254007129534309,1.0487066660869595,-0.0089037163594512,0.5813928216121479,-0.7228326908280603,-0.7895376920207355,-0.1188428093884625,-0.1375453531091232,-0.0397524556171715,-0.277542573233699,-1.063180437363907,2.018221755360853,-1.5715248508212698,-0.0264855449426022,-0.7135086246046054,-0.0126352417141118,-0.0161512298131111,-1.1832395095387205,1.6531310998762097,-0.8393971021295705,-0.4395530095733225,-1.006685644841463,0.2554884413026014,0.3918045186118552,-2.357979148608172,0.1346196333358166,0.4537024294472258,0.3176392963770149,1.0917985454693804,0.9419535172949968,1.140989749154469,1.1682672856412204,-0.079068659663116,0.0024138296105207,0.2134542559615371,1.7340148998025018,-0.2594387490649747,-0.2233706392575884,-1.0667152619529747,1.7688322172832207,0.7138262870595681,-0.1750007467687439,-0.2724321986570525,-0.4171345005607099,-0.4416263478244404,0.2516993850059983,0.8295348449184139,0.7852176385562449,0.644464073004437,M
71,23,-0.1810195965719257,0.0581789597369649,0.9850454014967354,0.1127610258802278,0.7371184563755123,-0.9013531645777496,-0.2475115868208985,-0.1582361532338982,-0.2242941243926984,-0.135651335264974,-0.2588478595256893,-0.932840459748841,1.6467069883712635,-0.7995292526924973,0.0647997488682904,-0.8122710641170168,-0.3891740841172234,0.0805615415106226,-0.7613892055231413,0.8960613110626917,-1.5013758599918814,-0.9010565305831184,-0.8948016729751108,-0.0126428709721739,0.6033818859801373,-0.1818401077975391,-0.5852142340637889,0.4537024294472258,0.2860436060796165,0.0639595263544138,0.0733204058562511,0.0164518536944747,0.0633143160253796,-0.2167783007147311,0.1574134499236074,-0.2728721757270317,0.5477254782853441,-0.4890411284904629,0.1384701077258068,-0.9674754001241186,-0.0535801718823846,0.883509957051944,0.0017100722380607,-0.1093754749920025,-0.6046444394998007,-0.7471395027911496,-0.0488493829506442,0.8569113931687873,0.3735621670765475,0.644464073004437,M
72,24,0.3740438488515276,0.3617705742626876,0.7027607731985202,0.4564509577496939,0.675816731998892,-0.1744196032577555,-0.2472646885873978,0.3946161266841171,0.2286620192908798,-0.3263853440249999,0.4687239031320144,-0.260716708794662,0.9522018420508286,-0.1716633247836914,0.4066155121682987,-0.3306435581167904,0.1867832532609332,0.1068742064217758,-0.4910336187166501,0.4978938303984606,-1.1139645752770937,-0.8785314933301549,-0.1539076352951081,-0.0920194519701025,0.3741715679460117,0.462375874924557,-0.542988323887768,0.1511654688827053,0.2766901372557038,-0.4743201096544038,-0.4401921421469844,-0.4914460560370415,-0.5077231180309554,0.0002486454871025,0.5626065344220126,-0.4503837822908559,-0.1604787854672994,-0.4778347087894561,-0.1046310496055766,-1.0078834314033422,-0.5930802526189114,1.0507713170128457,0.5618370000203686,0.6136451393107418,-0.099752700645284,-0.9546429399607382,0.0694622730782919,0.695084270261411,0.4882922152988727,0.644464073004437,M
73,25,0.584112077977864,0.229821532264303,0.8241995463257215,0.4751074926907634,-0.3464240390688298,-0.8686303622482077,-0.3818371278718115,0.5784538567211026,0.4263217012795238,-0.2952607927087361,-0.1356230998597857,0.4729151183511273,0.8181566306117316,0.3664779749587747,0.4191266840385759,-0.7941679092358607,0.5301608943271787,0.1372083950047003,-0.8387143650469409,0.8638676060038808,-0.8817326563077271,0.5592227431449924,-0.9153100046993484,0.0365055978036291,1.3672914271255672,-0.5807263877762212,-0.4532686882209381,0.4537024294472258,-0.1362689821985555,0.4551776864059242,0.1371124998555206,-0.2170105572780676,0.3884372541015226,-1.0578418481764074,0.3098490347123437,-0.4284796683483844,-0.4038141219551949,3.597325339751891,0.6448178570571795,-0.9856660665145184,0.2804680138578703,1.0823189017524293,0.4481856957443587,-0.1392637719751012,1.0388080533984207,-0.6911389423564518,0.3116613877995836,0.851893271952516,0.4490186138255748,0.2715280078219822,M
74,26,0.530743067952043,0.2130762413302341,0.8437129706494939,0.4336712414135827,-0.2827800967377824,-0.8503903551461313,-0.4345804980789263,0.527471235430159,0.387322745290192,-0.2721011866030458,-0.1470836915883345,0.3517915415896031,0.923729683785504,0.1890041479070676,0.3818190436889219,-0.7840770352857354,0.5045127767177278,0.1217185500695685,-0.8818161582454404,0.9541118846597628,-0.8516719965570143,0.5026387962796828,-0.9267415475279442,0.0639014305473761,1.285144792126047,-0.8030694654399437,-0.3797209624172653,0.4537024294472258,-0.100758423457244,0.5449014578341473,0.2330595484168043,-0.0689644600864027,0.4920899763915618,-0.9784455280210368,0.2803749784180911,-0.3603340338742264,-0.1944566112181154,3.315814836665508,0.5646634901403002,-0.9958057202278816,0.4666697095126833,1.0476446564879114,0.3940203690566661,-0.1559237983307448,0.9366294428485518,-0.659923687325345,0.3193383947373649,0.8490961225610276,0.4910787684156102,0.29965024326378,M
75,27,0.7614292293990126,0.2431804291869878,0.1183655602737532,0.4419387362331932,-0.3665933293158685,0.9545800465736832,-1.3247956496895692,0.7566209906669392,0.6619519361195212,-0.1765223742847132,0.5517703271390312,0.7792095727529204,-0.1359760161257621,0.134049219373518,0.4224686518290952,0.3801614819825926,0.8701114408747671,0.1475789081663741,-0.24961028814966,0.0923482567431828,-0.2818537874915596,-0.3583128014155498,0.071562986082626,0.0567745564040886,0.8682531067652476,0.462375874924557,-0.1192598949397977,-0.3509185838745134,0.2766901372557038,-1.7302307874586988,-1.7124611929992817,-1.7219662792384025,-1.7918121873216093,-0.8910620598057422,0.1992140175855201,-1.3028278860893356,-1.4511856795295732,-0.4526117721448559,1.25743183221618,-0.2562394357923124,-0.5930802526189114,0.3033650074719499,0.4239740839678233,0.1248237447979945,-0.3258867279751913,-1.3686859451295603,0.4134681152796926,0.4383894593428452,0.2040816117778339,0.1171498457342844,M
76,28,0.6535779026555439,0.1141245685278445,0.5097158488136969,0.4510079175048515,-0.812801513641704,-0.4412426089823359,-0.7184412226617238,0.633696407904216,0.5204817589196298,-0.2160335925544619,-0.2178284872370884,0.9609015370838144,0.1539873240863007,0.7831592990880338,0.3974283340213148,-0.5222523557748304,0.5828652457471964,0.2044457889692432,-0.5228680374118876,0.3045349722103622,-0.8444354060993722,0.5511771755330946,-0.8616799645111682,-0.0053442725657115,1.775472787407379,0.462375874924557,-0.5988617483348798,0.2173709756915838,-0.1326383441922858,-0.7345647142228346,-0.96861555486046,-1.4210895851108698,-0.8493218073367375,-1.6529000970853678,0.0978554101026306,-1.141199099431188,-1.6067848339797903,3.309896368097008,1.6515611078593648,-0.4873004514737712,-0.5930802526189114,0.6964765312921399,0.3373454322513146,-0.4710647532245681,0.6426370229956089,-1.057047133586929,0.3161263816201447,0.7470205613295738,0.042234740418046,-0.0192859273698738,M
